Avian Phylodiversity,Population,Oceanic Niño Index,Needleleaf Trees,Broadleaf Trees,Deciduous Broadleaf Trees,Mixed Trees,Shrub,Herbaceous,Culture/Managed,Urban/Built,Barren,Water,Eastward wind,Northward wind,Temperature,High vegetation,Low vegetation,Snowfall,Surface runoff,Total precipitation,Average_Daylight_Hours,t-1,t-2,t-3,Year,Month,FIPS
-0.04977714619433834,0.23179782375142194,-0.06221963415672871,0.0,0.0,0.0,0.0,-0.0039817213614643954,0.005489468072042716,0.0,-0.040900621856226956,0.0,0.0,0.0330863085943522,-0.05795799455281547,-0.27706942042554866,-0.011939217949061333,-0.00905709221158704,0.0,-0.0035952553070737795,0.055034852994374286,0.5208101068367905,-0.9637905800789986,-0.12020938384088649,0.0025547287567902876,2019,5,6001
-0.07123377111412868,0.22691155139866911,-0.05268401096846563,0.0,0.0,0.0,0.0,-0.003981721361464439,0.00548946807204273,0.0,-0.040900621856226935,0.0,0.0,0.1353333579310929,-0.07047607038801745,-0.2836506349892376,-0.011939217949061396,-0.009057092211586924,0.0,-0.0035952553070737756,0.05463798885911048,0.49317352543748644,-0.9993584700783669,-0.12294853316052007,0.002554728756790321,2019,6,6001
-0.08729146261524624,0.21936023186850007,-0.004392910832550288,0.0,0.0,0.0,0.0,-0.003981721361464382,0.005251160261797275,0.0,-0.04050375772096327,0.0,0.0,0.0737053306375339,-0.06121483581993223,-0.29798881393229126,-0.011939217949061415,-0.009057092211586994,0.0,0.0,0.09843533012833555,0.5148944627418915,-0.9809780795104817,-0.1220268679403927,-0.001598761648597252,2019,7,6001
-0.09659327069089045,0.23209152143034434,0.041037436650014324,0.0,0.0,0.0,0.0,-0.003981721361464426,0.005251160261797415,0.0,-0.04090062185622708,0.0,0.0,0.08586528481108421,0.16717783775107017,-0.3087588370597737,-0.017686538769901006,-0.009057092211587037,0.0,0.0,-0.08265996176645893,0.27044290255189324,-0.7697237741445564,-0.12405538374021471,-0.0027152318452250135,2019,8,6001
-0.08136273081323009,0.18644546401020093,0.054524359745136745,0.0,0.0,0.0,0.0,-0.003981721361464403,0.0050128524515519095,0.0,-0.040503757720963235,0.0,0.0,0.1522715278748543,-0.06436568878433907,-0.28225076040364344,-0.017989029339418885,-0.009057092211587014,0.0,0.0,0.10040798445006198,-0.08508064732707797,-0.5307190931816936,-0.07883451316687479,-0.0015987616485972679,2019,9,6001
-0.09973711097568155,0.22443143005545269,0.04239494530243205,0.0,0.0,0.0,0.0,-0.003981721361464397,0.004536236831061149,0.0,-0.04050375772096328,0.0,0.0,0.14685990760937986,-0.042650033294161976,-0.3070064884163981,-0.01798902933941886,-0.009057092211587,0.0,0.0,0.08458616654073361,-0.09192166067454102,-0.5035986316380751,-0.08072953628862693,-0.0027152318452249935,2019,10,6001
-0.07056870669653421,0.22443143005545274,-0.003470668412886941,0.0,0.0,0.0,0.0,-0.003981721361464422,0.004536236831061081,0.0,-0.03971002945043578,0.0,0.0,-0.0161719613988513,-0.0196164721677716,-0.30992623624962495,-0.01783778405465994,-0.0077024222064869235,0.0,0.0,0.08883088440110203,-0.09972062098467495,-0.400006445876052,-0.016392386565449134,-0.004389937140166581,2019,11,6001
-0.051155083226414405,0.22443143005545269,-0.009054570015936228,0.0,0.0,0.0,0.0,-0.003981721361464402,0.00453623683106114,0.0,-0.03931316531517203,0.0,0.0,-0.01617196139885136,-0.0950086450579033,-0.2938263015888568,-0.01798902933941888,-0.0073891264395376105,0.0,-0.003595255307073764,0.06719764493244236,-0.043437093762550574,-0.3908423653765418,-0.016392386565449186,0.002554728756790345,2019,12,6001
-0.05053337261813306,0.21939721703534032,-0.0027025019272578304,0.0,0.0,0.0,0.0,-0.003981721361464412,0.004536236831061099,0.0,-0.040900621856226976,0.0,0.0,-0.01851483275591303,-0.10376248357349234,-0.29760770392488656,-0.017535293485142052,-0.00749355836185408,0.0,-0.003595255307073764,0.06131468103104005,-0.05251460726544857,-0.3867977660335922,-0.016392386565449175,0.0025547287567902867,2020,1,6001
-0.050084426171267404,0.22443143005545274,-0.0061349515654977,0.0,0.0,0.0,0.0,-0.003981721361464412,0.0045362368310610775,0.0,-0.040106893585699493,0.0,0.0,-0.01617196139885133,-0.08080391388364255,-0.2927422105806306,-0.018140274624177794,-0.009057092211587018,0.0,-0.003595255307073747,0.06091781689577638,-0.05812366581453833,-0.3865421236486248,-0.01639238656544911,0.0025547287567902854,2020,2,6001
-0.06994935733526486,0.21695408085896373,0.03822752916669637,0.0,0.0,0.0,0.0,-0.003981721361464435,0.0045362368310611495,0.0,-0.03971002945043581,0.0,0.0,-0.016171961398851346,-0.02438905702690429,-0.30348093577575025,-0.017989029339418802,-0.00905709221158705,0.0,0.0,0.09929151425343427,-0.0959760670729457,-0.40709841512483397,-0.014971119224134997,-0.0032734669435388487,2020,3,6001
-0.05023324329562713,0.2322198776863854,0.044037581928721196,0.0,0.0,0.0,0.0,-0.003981721361464417,0.004536236831061111,0.0,-0.04010689358569948,0.0,0.0,-0.010061073702135638,-0.05655197573155704,-0.31841339142175634,-0.011939217949061371,-0.009057092211587006,0.0,-0.003595255307073754,0.05503485299437417,0.08860438256318906,-0.5408890127797549,-0.07698021374386899,0.00255472875679035,2020,4,6001
-0.0748652210270679,0.23273548636634725,0.31554535377509085,0.0,0.0,0.0,0.0,-0.003981721361464432,0.005489468072042685,0.0,-0.03971002945043576,0.0,0.0,0.12302887897412587,-0.05748423877237731,-0.37269111023914436,-0.01193921794906138,-0.009057092211587027,0.0,-0.0035952553070737717,0.053447396453319244,0.5947677835155415,-1.0020452871527414,-0.13358645300479974,0.003538471407467333,2020,5,6001
-0.06739293868598319,0.23216549176402415,-0.04219275622666523,0.0,0.0,0.0,0.0,-0.003981721361464432,0.0052511602617972865,0.0,-0.04010689358569952,0.0,0.0,0.0735413597167702,-0.06461323796050779,-0.308528087559836,-0.007461850202759416,-0.009057092211587087,0.0,-0.0035952553070737587,0.05424112472384673,0.5572944585336891,-0.9891503861664115,-0.12734582786253254,0.0015173072279850153,2020,6,6001
-0.08481892149096727,0.23240480352058515,-0.041899110660762164,0.0,0.0,0.0,0.0,-0.003981721361464417,0.004774544641306527,0.0,-0.0397100294504358,0.0,0.0,0.12911857912957445,-0.056743836311115826,-0.32390438063181126,-0.007461850202759323,-0.00905709221158699,0.0,0.0,0.09663571312425177,0.5070633244071765,-1.0199126559702523,-0.1193135649615076,-0.004869123570658062,2020,7,6001
