Avian Phylodiversity,Population,Oceanic Niño Index,Needleleaf Trees,Broadleaf Trees,Deciduous Broadleaf Trees,Mixed Trees,Shrub,Herbaceous,Culture/Managed,Urban/Built,Barren,Water,Eastward wind,Northward wind,Temperature,High vegetation,Low vegetation,Snowfall,Surface runoff,Total precipitation,Average_Daylight_Hours,t-1,t-2,t-3,Year,Month,FIPS
-0.03006135897502436,0.04208362587219062,-0.0031813145452111694,0.00019006910303829652,0.0,0.0,0.0011452197949648776,0.0001670436507936499,0.0,-0.00025333976104554196,0.1195810214362803,0.0,0.0,0.04840541559070754,-0.018015527902883348,-0.36334631103111487,-0.007972483948081751,-0.0030658356029475173,0.0,-0.0036953329564449276,-0.01053249507146801,0.382861342737833,-0.9133547225497447,-0.049460322484601825,-0.003136703858515874,2019,5,6001
-0.028284573637919013,0.03408416295288518,-0.0017271799598451648,0.0002990923605147793,0.0,0.0,0.0016452273890351643,0.0001053769841269493,0.0,1.915129658270404e-05,0.11847859970573103,0.0,0.0,0.04774849879680035,-0.009381319046359797,-0.3717325132186746,-0.007213237539619114,-0.005301327688018862,0.0,-0.0031327203350572036,-0.0007683587672995409,0.3977606539557854,-0.9290792633227181,-0.05194884719854295,-0.0032134332286828096,2019,6,6001
-0.029570264675866535,0.04182591420241075,-0.004253973347887758,0.0001700085494654107,0.0,0.0,0.0019991829056470335,0.0002049988977072228,0.0,-2.034324016791933e-05,0.12078925913431189,0.0,0.0,0.04944051076017339,-0.011293935001505927,-0.279066106607868,-0.012417706227510893,-0.008048693167175597,0.0,0.011161533358696043,0.01680759207018879,0.3895589058663919,-0.942520684090408,-0.051867648897320116,-0.0033764231906759385,2019,7,6001
-0.037200489039540784,0.02796192301150072,-0.0007088516953640406,0.00035242388509872563,0.0,0.0,0.0011018779003952317,3.9259259259257405e-05,0.0,-0.00015917309437885052,0.13292867669371666,0.0,0.0,0.04950012526400062,0.013109043595626117,-0.31119547509446716,-0.014295910337528774,-0.00888644866001031,0.0,0.009935350142036954,0.020692583772831532,0.12636239794851412,-0.680233789863681,-0.05220493563555055,-0.0033812039656730564,2019,8,6001
-0.04164731977670982,0.040252318396277416,-0.0026088247898429905,-0.0001915694604166456,0.0,0.0,0.0010009407260544384,0.0,0.0,-0.0003187833718702213,0.17901568382922387,0.0,0.0,0.04202843825422159,-0.01405412800493088,-0.13077207065322474,-0.01678776473194039,-0.007765530123315406,0.0,0.009368578076578602,0.00549892451749695,-0.06145720943717665,-0.5249198681779321,-0.02600451202917855,-0.0033237956299105925,2019,9,6001
-0.038657014292579915,0.019695692174598236,-0.003529194955034901,-0.00014398903635709503,0.0,0.0,0.0007113718473926167,0.0,0.0,-0.0004550966916896382,0.13154677295730957,0.0,0.0,0.05620937815978966,-0.01675526799036788,-0.2877646438173239,-0.012717804824071437,-0.004617069611714744,0.0,0.010660250047583315,0.005969058764271766,-0.08011790105131558,-0.48152551417332806,-0.022484967691342235,-0.0033242390093856547,2019,10,6001
-0.039419687015421145,0.021241279794239412,-0.0010316944356973004,-0.00014218338151967947,0.0,0.0,0.0006912978369012933,0.0,0.0,-0.0002582696414250913,0.12561614386953257,0.0,0.0,-0.003576506540790785,-0.01671654945754971,-0.34701664418603945,-0.010574835544322375,-0.0032689476394481293,0.0,0.010709436283419572,0.021808173261498694,-0.08345090700083836,-0.41880529737075756,-0.01403697773194651,-0.0029182165448136213,2019,11,6001
-0.03454499637552397,0.02260333846490339,-0.004359231647722726,-0.00020752422894389685,0.0,0.0,0.0005933747453182468,0.0,0.0,-0.00035243630809177044,0.12566666702151258,0.0,0.0,-0.012820734445618896,-0.017680508418528838,-0.35450804928785373,-0.00992952585428835,-0.0019951190121943125,0.0,-0.002586551858089319,-0.006196160491137847,-0.07805941330529019,-0.4194682339756386,-0.014868229966494765,-0.002928675557592743,2019,12,6001
-0.036837489084353275,0.024811662766394002,-0.0037622764073978157,-0.00010739804884220427,0.0,0.0,0.0005792073269384684,0.0,0.0,8.992566423985751e-06,0.12901928992587364,0.0,0.0,-0.009365355637774546,-0.017404127373060435,-0.3641895622115887,-0.009729915945568664,-0.0019968760513222003,0.0,-0.0038410282776219088,-0.008398581430320897,-0.07713863841704244,-0.4162137264776178,-0.013992810119101097,-0.0030833776052938224,2020,1,6001
-0.03603787334075623,0.021148287650927553,-0.0030636941651511884,-7.465454234871648e-05,0.0,0.0,0.0006737064662984806,0.0,0.0,-0.0003833886890441427,0.12624356362367078,0.0,0.0,-0.011041192337929155,-0.01561194200047474,-0.3584466733717031,-0.009854715797356103,-0.0018700893568498011,0.0,-0.003232636461022949,-0.008019879919888631,-0.07914035556412181,-0.4154725161271643,-0.01449483656632453,-0.0029631200020371774,2020,2,6001
-0.03768097950474895,0.02108060630435578,-0.0033537490168403777,-0.0002276506629673806,0.0,0.0,0.0009456764572263557,0.0,0.0,-0.00010783595123528864,0.12252194797505887,0.0,0.0,-0.00617005373225448,-0.016479673038462487,-0.34406402571574146,-0.010647015456967033,-0.0032089021338933175,0.0,0.01021700440639341,0.0234089190145497,-0.05752051569855706,-0.43985442119967516,-0.017033618775018706,-0.002976098716200646,2020,3,6001
-0.03469881231007609,0.02368685228955479,-0.004235972367535455,0.00050957052751018,0.0,0.0,0.0014302572969933523,-8.591269841270084e-05,0.0,-0.0003629821290568016,0.12519187476731247,0.0,0.0,0.007318825827939553,-0.015835945177454416,-0.35355177315345226,-0.006623912867211909,-0.0033360398722628334,0.0,-0.0023717763305063457,-0.0011722758446726254,0.053848272052365025,-0.5631992206865982,-0.03526397511045973,-0.0028890647152517773,2020,4,6001
-0.03142780556582053,0.0325532772911213,-0.004577057893059707,0.0002789863960204691,0.0,0.0,0.0018182598748803052,4.4510582010653324e-06,0.0,-0.0003655520626328222,0.12240590844654504,0.0,0.0,0.058258327328283926,-0.017128328515637545,-0.3656238161576838,-0.007170206039451248,-0.0055162248835540495,0.0,-0.002209601237121782,-0.004991236321981351,0.3972815914441722,-0.9317000737036705,-0.05039614357632785,-0.0031367663835590934,2020,5,6001
-0.0222697759267131,0.027823947057764316,-0.005990954831794943,0.00026497642766487584,0.0,0.0,0.0016865363115941001,0.00014113756613753914,0.0,0.00010196728950543108,0.12310798386110587,0.0,0.0,0.05006935318792711,-0.01271439591407703,-0.36305001963440886,-0.007399399593767502,-0.005247488480191302,0.0,-0.008584072644426332,-0.004988320328095087,0.4059607816809248,-0.9357033773110045,-0.05165610733553547,-0.003194781883885619,2020,6,6001
-0.03177751386228591,0.03952332265628323,-0.005826817831267451,0.00021524738470418692,0.0,0.0,0.001615435421743182,0.00012500661375662117,0.0,-4.9653266909357084e-05,0.11226294826823237,0.0,0.0,0.04454002354282205,-0.013158165479501447,-0.33864925286675884,-0.01038699677889143,-0.009082703693207177,0.0,0.009068290042551394,0.021949222704157192,0.39741011054857583,-0.9159094805594654,-0.0508637147400351,-0.003364008302756046,2020,7,6001
-0.03971105591608486,0.024602486182313484,-0.005050840559720683,0.00035116507085715246,0.0,0.0,0.0013701660533262322,0.0002400099206349118,0.0,0.00020906550379115905,0.13308230412688887,0.0,0.0,0.05564984652545754,0.042603747437040956,-0.2903389427747937,-0.017217224010378132,-0.007234332876401852,0.0,0.010254217533743252,0.017244397867225168,0.10047868564590479,-0.6659637984336929,-0.05398491297061411,-0.00352696452025105,2020,8,6001
-0.0427444663643889,0.05929379267605069,-0.009742188363447538,-3.903118517556425e-06,0.0,0.0,0.00088013242273633,0.0,0.0,-0.0004291517488419679,0.3394789021481326,0.0,0.0,0.07455162854567168,-0.015415536610500012,0.14727918252262842,-0.020701339247137518,-0.01290089494190587,0.0,0.00796140675488048,-0.008536775997009237,-0.056603445371733084,-0.5093010155288709,-0.029136881806890187,-0.003338540258368423,2020,9,6001
-0.043319836693025644,0.060936945364188956,-0.008076149846723894,-6.613420505601085e-05,0.0,0.0,0.0007012565583391793,0.0,0.0,-0.00016412694725469654,0.33598900002197485,0.0,0.0,0.05752225580547584,-0.019353836023317465,0.14655740785175114,-0.02041542208914171,-0.011074163764531094,0.0,0.009926858192814664,-0.0046700109158269104,-0.08572128169011517,-0.4717118691902673,-0.02305155392449078,-0.003418432792305014,2020,10,6001
-0.039655770981364864,0.04075588086017744,-0.006896072074948017,2.625949644792976e-05,0.0,0.0,0.0005589692317003644,0.0,0.0,-9.673660024268739e-05,0.21626160510547768,0.0,0.0,0.003572398445896466,-0.019031846005943886,-0.08948564613898174,-0.01626782457753672,-0.003337484745826279,0.0,0.009941465770903428,0.004341430042011047,-0.06802081599350392,-0.44521037224802246,-0.015982642019986937,-0.0030884757455465917,2020,11,6001
-0.03730890320959092,0.019381140851549156,-0.006503623174607328,9.98507671566346e-05,0.0,0.0,0.0006716804016353439,0.0,0.0,5.0996534677944576e-05,0.12989635526589968,0.0,0.0,-0.008009309607240798,-0.017415532251461432,-0.3624267040209724,-0.009857455854249502,-0.0016193364395203026,0.0,-0.0063901134204887525,-0.008777459367060597,-0.07722778751490061,-0.40763201461730625,-0.015491250957355917,-0.003082543887439738,2020,12,6001
-0.03573009986025097,0.021770961403621218,-0.00697131755145834,-4.1358592655678215e-05,0.0,0.0,0.0007257033505191912,0.0,0.0,-0.00014107289596614829,0.1274208892935891,0.0,0.0,-0.008911172371199858,-0.016750874113078913,-0.3635177181414516,-0.009611362375972356,-0.0016292701815426658,0.0,-0.0070494298959599445,-0.007020386108359252,-0.07714949239990289,-0.4089257574783966,-0.014979582208556719,-0.00313067037425328,2021,1,6001
