Year,Month,FIPS,Avian Phylodiversity,Population,Oceanic Niño Index,Needleleaf Trees,Broadleaf Trees,Deciduous Broadleaf Trees,Mixed Trees,Shrub,Herbaceous,Culture/Managed,Urban/Built,Barren,Water,Eastward wind,Northward wind,Temperature,lai_hv_1m_shift,Low vegetation,Snowfall,Surface runoff,Total precipitation,Average_Daylight_Hours
2019,1,6001,0.047243918617511586,0.15505510509793138,-0.16728787784167645,-0.06723110002760002,0.009541497919421405,0.01915668001650286,0.012311909927262776,0.027480652361528298,0.016888449952532306,0.05047433568877729,-0.00869820708390513,0.010050173744864905,0.02550524182910763,0.12879382910810502,-0.043751235671446724,-0.6139507160929866,0.03280565656898582,0.003430659158352074,-0.007222701392923603,0.009812834231179755,0.05326877706334762,0.09735737897086275
2019,2,6001,0.03932981853397737,0.1144693972131519,-0.19233647986043675,-0.08086980545625454,0.006589315125671952,0.01512248198433252,0.0728381705490624,0.05792370658310894,0.03629610839430284,0.035782365842048365,-0.009744508345641844,0.01360856029989454,0.02717737444547369,0.08954656744888748,-0.02910759403898171,-0.4478658224603074,0.03942946695250044,0.028687118144429626,-0.009133879130303441,-0.007931747482385327,0.042436500349439535,0.038992584231483274
2019,3,6001,0.0433674448877993,0.18043840467469185,-0.27170474800569877,-0.09198541804389952,0.02086013184426712,0.011924052116791827,0.07730140140929455,0.04894059043406734,0.04237188742134668,0.016531947578913006,-0.005785675163235943,0.012217610003622476,0.016571563252753312,0.011129785532063051,0.04705961275315957,-0.7491465477614706,0.04158393613019761,0.029934620250627954,-0.011586248865908462,-0.022421573075559868,-0.07409678059896461,-0.005627976297686957
2019,4,6001,0.05152810750963584,0.1601997979210411,-0.2009157996547369,-0.06744621941963919,-0.00034882239562270245,0.007474357489898651,0.044207566214364856,0.032367355103161334,0.031914029297848846,0.0481541117153187,-0.02835224303223376,0.008600027752651484,0.02011648324403861,-0.01681668578305036,0.058175357578644296,-0.4229374510147247,0.02193870002088935,0.004443312075036932,-0.009284037924851083,-0.006575629179428241,0.062244433909188,0.011738613551323723
2019,5,6001,0.07366851992843149,0.057861120513513546,-0.1318765064573679,-0.09550065482275984,-0.01511013207617929,-0.0003952492504097535,-0.011335858836349412,0.008865491423747233,0.016447146623153792,0.06135018928246247,-0.05522744024599873,0.001201318589502094,0.01885555336724643,-0.12423253278012214,0.07818468413437105,-0.30129318787068615,-0.0026539860573228558,-0.010300208514501157,-0.014995376587160618,-0.013440841630498367,-0.03031146945455253,-0.18808869066172115
2019,6,6001,0.06355812809157445,0.06624421164887935,-0.17120955855816916,-0.1087392237617463,-0.01004293693902976,-0.0006332769402263685,-0.0065433086429045,0.031169714976604826,0.024492093090667966,0.07286916245599256,-0.06011415681714753,7.0533817177287e-05,0.017759999170950294,-0.15350603913904173,0.1645252246537812,-0.35611998228274977,-0.0019988260415773605,0.001062035751575926,-0.008777602482165558,-0.020128760628046485,0.0054816259411646,-0.33293595761348976
2019,7,6001,0.04323649732795493,0.06568207511192739,-0.07769610288609456,-0.13141798793438114,-0.027864410750452814,-0.0023191111361145077,0.003932333159344242,0.001018666225940977,0.014156492939319325,0.07418231760399333,-0.06915902339374397,-0.002190919670520082,0.019566666428799104,0.001618322552702475,0.21688912987284148,0.053346175483838215,-0.027743722055579834,-0.02815068554384886,-0.011410054945249265,-0.011946715549064978,-0.0294092860519668,-0.4854781355495181
2019,8,6001,0.006238046214891844,0.12523931464637728,-0.02899695577185281,-0.10212271119364873,-0.026679616894434332,0.006786639022500182,-0.015917448134874067,0.0009949859373246611,0.028269726603831282,0.06935907194938884,-0.06091675547934672,0.002924499993277788,0.025546183057850846,0.10310176253664878,0.25766716879872564,0.11205220900383318,-0.006767327072676208,-0.030296693205243308,-0.012842217783153182,-0.02113356567422721,-0.01134220922683944,-0.2381276133447723
2019,9,6001,-0.01789526225461842,0.13733569777976487,-0.049208000128472464,-0.10340817830084123,-0.030516857977924063,0.013193110003384906,-0.015234714956279287,-0.0002590752072231452,0.02667988719016746,0.05255254530910978,-0.03423363278987852,0.006996718885382255,0.030186646753702487,0.11860952392449751,0.2589589565564012,0.2998850956620869,0.008288841880095382,-0.03859186763638498,-0.005503939630172463,0.005145607626000626,0.022200969157368976,0.026216849364764514
2019,10,6001,-0.03565540892483099,0.08402511932569744,-0.05948170685134216,-0.13567081428627736,-0.03457322482086091,0.01531366356169813,0.002596277923166049,0.008300609614075865,0.013378741456115884,0.05852096516246952,-0.0881604636913285,0.008616019119087815,0.029469030878624767,0.03922702225202611,-0.09214036830912596,0.1504649440968764,-0.01822072341408153,-0.03634548927666419,-0.006796485075745509,0.001401668570038544,0.02698131073113721,0.23321517702836134
